Data,Model,Type,train_size,seed,best_ll,ground_ll,THD,node_types,edges,SHD,Recall,Precision
G_insu,LG,Fixed,200,87,-40187.05465905186,-38246.714121980556,11,"{'Age': 'linear', 'SocioEcon': 'linear', 'GoodStudent': 'linear', 'RiskAversion': 'linear', 'DrivHist': 'linear', 'RuggedAuto': 'linear', 'PropCost': 'linear', 'VehicleYear': 'linear', 'MakeModel': 'linear', 'DrivQuality': 'linear', 'Mileage': 'linear', 'Antilock': 'linear', 'DrivingSkill': 'linear', 'SeniorTrain': 'linear', 'ThisCarDam': 'linear', 'Theft': 'linear', 'CarValue': 'linear', 'HomeBase': 'linear', 'AntiTheft': 'linear', 'ThisCarCost': 'linear', 'OtherCarCost': 'linear', 'OtherCar': 'linear', 'MedCost': 'linear', 'Cushioning': 'linear', 'Airbag': 'linear', 'ILiCost': 'linear', 'Accident': 'linear'}","[('Age', 'GoodStudent'), ('Age', 'SocioEcon'), ('Age', 'RiskAversion'), ('Age', 'DrivingSkill'), ('Age', 'SeniorTrain'), ('Age', 'MedCost'), ('SocioEcon', 'GoodStudent'), ('SocioEcon', 'RiskAversion'), ('SocioEcon', 'VehicleYear'), ('SocioEcon', 'MakeModel'), ('SocioEcon', 'HomeBase'), ('SocioEcon', 'AntiTheft'), ('SocioEcon', 'OtherCar'), ('RiskAversion', 'VehicleYear'), ('RiskAversion', 'MakeModel'), ('RiskAversion', 'DrivQuality'), ('RiskAversion', 'SeniorTrain'), ('RiskAversion', 'HomeBase'), ('RiskAversion', 'AntiTheft'), ('RiskAversion', 'DrivHist'), ('DrivingSkill', 'DrivQuality'), ('DrivingSkill', 'DrivHist'), ('SeniorTrain', 'DrivingSkill'), ('VehicleYear', 'RuggedAuto'), ('VehicleYear', 'Antilock'), ('VehicleYear', 'CarValue'), ('VehicleYear', 'Airbag'), ('MakeModel', 'RuggedAuto'), ('MakeModel', 'Antilock'), ('MakeModel', 'CarValue'), ('MakeModel', 'Airbag'), ('HomeBase', 'Theft'), ('AntiTheft', 'Theft'), ('DrivQuality', 'Accident'), ('RuggedAuto', 'ThisCarDam'), ('RuggedAuto', 'OtherCarCost'), ('RuggedAuto', 'Cushioning'), ('Antilock', 'Accident'), ('CarValue', 'ThisCarCost'), ('CarValue', 'Theft'), ('Airbag', 'Cushioning'), ('ThisCarDam', 'ThisCarCost'), ('ThisCarCost', 'PropCost'), ('OtherCarCost', 'PropCost'), ('Cushioning', 'MedCost'), ('Accident', 'ThisCarDam'), ('Accident', 'OtherCarCost'), ('Accident', 'MedCost'), ('Accident', 'ILiCost'), ('Mileage', 'Accident'), ('Mileage', 'CarValue'), ('Theft', 'ThisCarCost')]",,,
G_insu,LG,Fixed,200,97,-40172.8448419984,-38246.714121980556,11,"{'Age': 'linear', 'SocioEcon': 'linear', 'GoodStudent': 'linear', 'RiskAversion': 'linear', 'DrivHist': 'linear', 'RuggedAuto': 'linear', 'PropCost': 'linear', 'VehicleYear': 'linear', 'MakeModel': 'linear', 'DrivQuality': 'linear', 'Mileage': 'linear', 'Antilock': 'linear', 'DrivingSkill': 'linear', 'SeniorTrain': 'linear', 'ThisCarDam': 'linear', 'Theft': 'linear', 'CarValue': 'linear', 'HomeBase': 'linear', 'AntiTheft': 'linear', 'ThisCarCost': 'linear', 'OtherCarCost': 'linear', 'OtherCar': 'linear', 'MedCost': 'linear', 'Cushioning': 'linear', 'Airbag': 'linear', 'ILiCost': 'linear', 'Accident': 'linear'}","[('Age', 'GoodStudent'), ('Age', 'SocioEcon'), ('Age', 'RiskAversion'), ('Age', 'DrivingSkill'), ('Age', 'SeniorTrain'), ('Age', 'MedCost'), ('SocioEcon', 'GoodStudent'), ('SocioEcon', 'RiskAversion'), ('SocioEcon', 'VehicleYear'), ('SocioEcon', 'MakeModel'), ('SocioEcon', 'HomeBase'), ('SocioEcon', 'AntiTheft'), ('SocioEcon', 'OtherCar'), ('RiskAversion', 'VehicleYear'), ('RiskAversion', 'MakeModel'), ('RiskAversion', 'DrivQuality'), ('RiskAversion', 'SeniorTrain'), ('RiskAversion', 'HomeBase'), ('RiskAversion', 'AntiTheft'), ('RiskAversion', 'DrivHist'), ('DrivingSkill', 'DrivQuality'), ('DrivingSkill', 'DrivHist'), ('SeniorTrain', 'DrivingSkill'), ('VehicleYear', 'RuggedAuto'), ('VehicleYear', 'Antilock'), ('VehicleYear', 'CarValue'), ('VehicleYear', 'Airbag'), ('MakeModel', 'RuggedAuto'), ('MakeModel', 'Antilock'), ('MakeModel', 'CarValue'), ('MakeModel', 'Airbag'), ('HomeBase', 'Theft'), ('AntiTheft', 'Theft'), ('DrivQuality', 'Accident'), ('RuggedAuto', 'ThisCarDam'), ('RuggedAuto', 'OtherCarCost'), ('RuggedAuto', 'Cushioning'), ('Antilock', 'Accident'), ('CarValue', 'ThisCarCost'), ('CarValue', 'Theft'), ('Airbag', 'Cushioning'), ('ThisCarDam', 'ThisCarCost'), ('ThisCarCost', 'PropCost'), ('OtherCarCost', 'PropCost'), ('Cushioning', 'MedCost'), ('Accident', 'ThisCarDam'), ('Accident', 'OtherCarCost'), ('Accident', 'MedCost'), ('Accident', 'ILiCost'), ('Mileage', 'Accident'), ('Mileage', 'CarValue'), ('Theft', 'ThisCarCost')]",,,
G_insu,LG,Fixed,200,107,-40219.971639253476,-38246.714121980556,11,"{'Age': 'linear', 'SocioEcon': 'linear', 'GoodStudent': 'linear', 'RiskAversion': 'linear', 'DrivHist': 'linear', 'RuggedAuto': 'linear', 'PropCost': 'linear', 'VehicleYear': 'linear', 'MakeModel': 'linear', 'DrivQuality': 'linear', 'Mileage': 'linear', 'Antilock': 'linear', 'DrivingSkill': 'linear', 'SeniorTrain': 'linear', 'ThisCarDam': 'linear', 'Theft': 'linear', 'CarValue': 'linear', 'HomeBase': 'linear', 'AntiTheft': 'linear', 'ThisCarCost': 'linear', 'OtherCarCost': 'linear', 'OtherCar': 'linear', 'MedCost': 'linear', 'Cushioning': 'linear', 'Airbag': 'linear', 'ILiCost': 'linear', 'Accident': 'linear'}","[('Age', 'GoodStudent'), ('Age', 'SocioEcon'), ('Age', 'RiskAversion'), ('Age', 'DrivingSkill'), ('Age', 'SeniorTrain'), ('Age', 'MedCost'), ('SocioEcon', 'GoodStudent'), ('SocioEcon', 'RiskAversion'), ('SocioEcon', 'VehicleYear'), ('SocioEcon', 'MakeModel'), ('SocioEcon', 'HomeBase'), ('SocioEcon', 'AntiTheft'), ('SocioEcon', 'OtherCar'), ('RiskAversion', 'VehicleYear'), ('RiskAversion', 'MakeModel'), ('RiskAversion', 'DrivQuality'), ('RiskAversion', 'SeniorTrain'), ('RiskAversion', 'HomeBase'), ('RiskAversion', 'AntiTheft'), ('RiskAversion', 'DrivHist'), ('DrivingSkill', 'DrivQuality'), ('DrivingSkill', 'DrivHist'), ('SeniorTrain', 'DrivingSkill'), ('VehicleYear', 'RuggedAuto'), ('VehicleYear', 'Antilock'), ('VehicleYear', 'CarValue'), ('VehicleYear', 'Airbag'), ('MakeModel', 'RuggedAuto'), ('MakeModel', 'Antilock'), ('MakeModel', 'CarValue'), ('MakeModel', 'Airbag'), ('HomeBase', 'Theft'), ('AntiTheft', 'Theft'), ('DrivQuality', 'Accident'), ('RuggedAuto', 'ThisCarDam'), ('RuggedAuto', 'OtherCarCost'), ('RuggedAuto', 'Cushioning'), ('Antilock', 'Accident'), ('CarValue', 'ThisCarCost'), ('CarValue', 'Theft'), ('Airbag', 'Cushioning'), ('ThisCarDam', 'ThisCarCost'), ('ThisCarCost', 'PropCost'), ('OtherCarCost', 'PropCost'), ('Cushioning', 'MedCost'), ('Accident', 'ThisCarDam'), ('Accident', 'OtherCarCost'), ('Accident', 'MedCost'), ('Accident', 'ILiCost'), ('Mileage', 'Accident'), ('Mileage', 'CarValue'), ('Theft', 'ThisCarCost')]",,,
G_insu,LG,Fixed,200,117,-40298.644272941674,-38246.714121980556,11,"{'Age': 'linear', 'SocioEcon': 'linear', 'GoodStudent': 'linear', 'RiskAversion': 'linear', 'DrivHist': 'linear', 'RuggedAuto': 'linear', 'PropCost': 'linear', 'VehicleYear': 'linear', 'MakeModel': 'linear', 'DrivQuality': 'linear', 'Mileage': 'linear', 'Antilock': 'linear', 'DrivingSkill': 'linear', 'SeniorTrain': 'linear', 'ThisCarDam': 'linear', 'Theft': 'linear', 'CarValue': 'linear', 'HomeBase': 'linear', 'AntiTheft': 'linear', 'ThisCarCost': 'linear', 'OtherCarCost': 'linear', 'OtherCar': 'linear', 'MedCost': 'linear', 'Cushioning': 'linear', 'Airbag': 'linear', 'ILiCost': 'linear', 'Accident': 'linear'}","[('Age', 'GoodStudent'), ('Age', 'SocioEcon'), ('Age', 'RiskAversion'), ('Age', 'DrivingSkill'), ('Age', 'SeniorTrain'), ('Age', 'MedCost'), ('SocioEcon', 'GoodStudent'), ('SocioEcon', 'RiskAversion'), ('SocioEcon', 'VehicleYear'), ('SocioEcon', 'MakeModel'), ('SocioEcon', 'HomeBase'), ('SocioEcon', 'AntiTheft'), ('SocioEcon', 'OtherCar'), ('RiskAversion', 'VehicleYear'), ('RiskAversion', 'MakeModel'), ('RiskAversion', 'DrivQuality'), ('RiskAversion', 'SeniorTrain'), ('RiskAversion', 'HomeBase'), ('RiskAversion', 'AntiTheft'), ('RiskAversion', 'DrivHist'), ('DrivingSkill', 'DrivQuality'), ('DrivingSkill', 'DrivHist'), ('SeniorTrain', 'DrivingSkill'), ('VehicleYear', 'RuggedAuto'), ('VehicleYear', 'Antilock'), ('VehicleYear', 'CarValue'), ('VehicleYear', 'Airbag'), ('MakeModel', 'RuggedAuto'), ('MakeModel', 'Antilock'), ('MakeModel', 'CarValue'), ('MakeModel', 'Airbag'), ('HomeBase', 'Theft'), ('AntiTheft', 'Theft'), ('DrivQuality', 'Accident'), ('RuggedAuto', 'ThisCarDam'), ('RuggedAuto', 'OtherCarCost'), ('RuggedAuto', 'Cushioning'), ('Antilock', 'Accident'), ('CarValue', 'ThisCarCost'), ('CarValue', 'Theft'), ('Airbag', 'Cushioning'), ('ThisCarDam', 'ThisCarCost'), ('ThisCarCost', 'PropCost'), ('OtherCarCost', 'PropCost'), ('Cushioning', 'MedCost'), ('Accident', 'ThisCarDam'), ('Accident', 'OtherCarCost'), ('Accident', 'MedCost'), ('Accident', 'ILiCost'), ('Mileage', 'Accident'), ('Mileage', 'CarValue'), ('Theft', 'ThisCarCost')]",,,
G_insu,LG,Fixed,200,127,-40331.68932883349,-38246.714121980556,11,"{'Age': 'linear', 'SocioEcon': 'linear', 'GoodStudent': 'linear', 'RiskAversion': 'linear', 'DrivHist': 'linear', 'RuggedAuto': 'linear', 'PropCost': 'linear', 'VehicleYear': 'linear', 'MakeModel': 'linear', 'DrivQuality': 'linear', 'Mileage': 'linear', 'Antilock': 'linear', 'DrivingSkill': 'linear', 'SeniorTrain': 'linear', 'ThisCarDam': 'linear', 'Theft': 'linear', 'CarValue': 'linear', 'HomeBase': 'linear', 'AntiTheft': 'linear', 'ThisCarCost': 'linear', 'OtherCarCost': 'linear', 'OtherCar': 'linear', 'MedCost': 'linear', 'Cushioning': 'linear', 'Airbag': 'linear', 'ILiCost': 'linear', 'Accident': 'linear'}","[('Age', 'GoodStudent'), ('Age', 'SocioEcon'), ('Age', 'RiskAversion'), ('Age', 'DrivingSkill'), ('Age', 'SeniorTrain'), ('Age', 'MedCost'), ('SocioEcon', 'GoodStudent'), ('SocioEcon', 'RiskAversion'), ('SocioEcon', 'VehicleYear'), ('SocioEcon', 'MakeModel'), ('SocioEcon', 'HomeBase'), ('SocioEcon', 'AntiTheft'), ('SocioEcon', 'OtherCar'), ('RiskAversion', 'VehicleYear'), ('RiskAversion', 'MakeModel'), ('RiskAversion', 'DrivQuality'), ('RiskAversion', 'SeniorTrain'), ('RiskAversion', 'HomeBase'), ('RiskAversion', 'AntiTheft'), ('RiskAversion', 'DrivHist'), ('DrivingSkill', 'DrivQuality'), ('DrivingSkill', 'DrivHist'), ('SeniorTrain', 'DrivingSkill'), ('VehicleYear', 'RuggedAuto'), ('VehicleYear', 'Antilock'), ('VehicleYear', 'CarValue'), ('VehicleYear', 'Airbag'), ('MakeModel', 'RuggedAuto'), ('MakeModel', 'Antilock'), ('MakeModel', 'CarValue'), ('MakeModel', 'Airbag'), ('HomeBase', 'Theft'), ('AntiTheft', 'Theft'), ('DrivQuality', 'Accident'), ('RuggedAuto', 'ThisCarDam'), ('RuggedAuto', 'OtherCarCost'), ('RuggedAuto', 'Cushioning'), ('Antilock', 'Accident'), ('CarValue', 'ThisCarCost'), ('CarValue', 'Theft'), ('Airbag', 'Cushioning'), ('ThisCarDam', 'ThisCarCost'), ('ThisCarCost', 'PropCost'), ('OtherCarCost', 'PropCost'), ('Cushioning', 'MedCost'), ('Accident', 'ThisCarDam'), ('Accident', 'OtherCarCost'), ('Accident', 'MedCost'), ('Accident', 'ILiCost'), ('Mileage', 'Accident'), ('Mileage', 'CarValue'), ('Theft', 'ThisCarCost')]",,,
G_insu,LG,Fixed,200,137,-40236.73650447659,-38246.714121980556,11,"{'Age': 'linear', 'SocioEcon': 'linear', 'GoodStudent': 'linear', 'RiskAversion': 'linear', 'DrivHist': 'linear', 'RuggedAuto': 'linear', 'PropCost': 'linear', 'VehicleYear': 'linear', 'MakeModel': 'linear', 'DrivQuality': 'linear', 'Mileage': 'linear', 'Antilock': 'linear', 'DrivingSkill': 'linear', 'SeniorTrain': 'linear', 'ThisCarDam': 'linear', 'Theft': 'linear', 'CarValue': 'linear', 'HomeBase': 'linear', 'AntiTheft': 'linear', 'ThisCarCost': 'linear', 'OtherCarCost': 'linear', 'OtherCar': 'linear', 'MedCost': 'linear', 'Cushioning': 'linear', 'Airbag': 'linear', 'ILiCost': 'linear', 'Accident': 'linear'}","[('Age', 'GoodStudent'), ('Age', 'SocioEcon'), ('Age', 'RiskAversion'), ('Age', 'DrivingSkill'), ('Age', 'SeniorTrain'), ('Age', 'MedCost'), ('SocioEcon', 'GoodStudent'), ('SocioEcon', 'RiskAversion'), ('SocioEcon', 'VehicleYear'), ('SocioEcon', 'MakeModel'), ('SocioEcon', 'HomeBase'), ('SocioEcon', 'AntiTheft'), ('SocioEcon', 'OtherCar'), ('RiskAversion', 'VehicleYear'), ('RiskAversion', 'MakeModel'), ('RiskAversion', 'DrivQuality'), ('RiskAversion', 'SeniorTrain'), ('RiskAversion', 'HomeBase'), ('RiskAversion', 'AntiTheft'), ('RiskAversion', 'DrivHist'), ('DrivingSkill', 'DrivQuality'), ('DrivingSkill', 'DrivHist'), ('SeniorTrain', 'DrivingSkill'), ('VehicleYear', 'RuggedAuto'), ('VehicleYear', 'Antilock'), ('VehicleYear', 'CarValue'), ('VehicleYear', 'Airbag'), ('MakeModel', 'RuggedAuto'), ('MakeModel', 'Antilock'), ('MakeModel', 'CarValue'), ('MakeModel', 'Airbag'), ('HomeBase', 'Theft'), ('AntiTheft', 'Theft'), ('DrivQuality', 'Accident'), ('RuggedAuto', 'ThisCarDam'), ('RuggedAuto', 'OtherCarCost'), ('RuggedAuto', 'Cushioning'), ('Antilock', 'Accident'), ('CarValue', 'ThisCarCost'), ('CarValue', 'Theft'), ('Airbag', 'Cushioning'), ('ThisCarDam', 'ThisCarCost'), ('ThisCarCost', 'PropCost'), ('OtherCarCost', 'PropCost'), ('Cushioning', 'MedCost'), ('Accident', 'ThisCarDam'), ('Accident', 'OtherCarCost'), ('Accident', 'MedCost'), ('Accident', 'ILiCost'), ('Mileage', 'Accident'), ('Mileage', 'CarValue'), ('Theft', 'ThisCarCost')]",,,
G_insu,LG,Fixed,200,147,-40244.6461124139,-38246.714121980556,11,"{'Age': 'linear', 'SocioEcon': 'linear', 'GoodStudent': 'linear', 'RiskAversion': 'linear', 'DrivHist': 'linear', 'RuggedAuto': 'linear', 'PropCost': 'linear', 'VehicleYear': 'linear', 'MakeModel': 'linear', 'DrivQuality': 'linear', 'Mileage': 'linear', 'Antilock': 'linear', 'DrivingSkill': 'linear', 'SeniorTrain': 'linear', 'ThisCarDam': 'linear', 'Theft': 'linear', 'CarValue': 'linear', 'HomeBase': 'linear', 'AntiTheft': 'linear', 'ThisCarCost': 'linear', 'OtherCarCost': 'linear', 'OtherCar': 'linear', 'MedCost': 'linear', 'Cushioning': 'linear', 'Airbag': 'linear', 'ILiCost': 'linear', 'Accident': 'linear'}","[('Age', 'GoodStudent'), ('Age', 'SocioEcon'), ('Age', 'RiskAversion'), ('Age', 'DrivingSkill'), ('Age', 'SeniorTrain'), ('Age', 'MedCost'), ('SocioEcon', 'GoodStudent'), ('SocioEcon', 'RiskAversion'), ('SocioEcon', 'VehicleYear'), ('SocioEcon', 'MakeModel'), ('SocioEcon', 'HomeBase'), ('SocioEcon', 'AntiTheft'), ('SocioEcon', 'OtherCar'), ('RiskAversion', 'VehicleYear'), ('RiskAversion', 'MakeModel'), ('RiskAversion', 'DrivQuality'), ('RiskAversion', 'SeniorTrain'), ('RiskAversion', 'HomeBase'), ('RiskAversion', 'AntiTheft'), ('RiskAversion', 'DrivHist'), ('DrivingSkill', 'DrivQuality'), ('DrivingSkill', 'DrivHist'), ('SeniorTrain', 'DrivingSkill'), ('VehicleYear', 'RuggedAuto'), ('VehicleYear', 'Antilock'), ('VehicleYear', 'CarValue'), ('VehicleYear', 'Airbag'), ('MakeModel', 'RuggedAuto'), ('MakeModel', 'Antilock'), ('MakeModel', 'CarValue'), ('MakeModel', 'Airbag'), ('HomeBase', 'Theft'), ('AntiTheft', 'Theft'), ('DrivQuality', 'Accident'), ('RuggedAuto', 'ThisCarDam'), ('RuggedAuto', 'OtherCarCost'), ('RuggedAuto', 'Cushioning'), ('Antilock', 'Accident'), ('CarValue', 'ThisCarCost'), ('CarValue', 'Theft'), ('Airbag', 'Cushioning'), ('ThisCarDam', 'ThisCarCost'), ('ThisCarCost', 'PropCost'), ('OtherCarCost', 'PropCost'), ('Cushioning', 'MedCost'), ('Accident', 'ThisCarDam'), ('Accident', 'OtherCarCost'), ('Accident', 'MedCost'), ('Accident', 'ILiCost'), ('Mileage', 'Accident'), ('Mileage', 'CarValue'), ('Theft', 'ThisCarCost')]",,,
G_insu,LG,Fixed,200,157,-40137.95524108061,-38246.714121980556,11,"{'Age': 'linear', 'SocioEcon': 'linear', 'GoodStudent': 'linear', 'RiskAversion': 'linear', 'DrivHist': 'linear', 'RuggedAuto': 'linear', 'PropCost': 'linear', 'VehicleYear': 'linear', 'MakeModel': 'linear', 'DrivQuality': 'linear', 'Mileage': 'linear', 'Antilock': 'linear', 'DrivingSkill': 'linear', 'SeniorTrain': 'linear', 'ThisCarDam': 'linear', 'Theft': 'linear', 'CarValue': 'linear', 'HomeBase': 'linear', 'AntiTheft': 'linear', 'ThisCarCost': 'linear', 'OtherCarCost': 'linear', 'OtherCar': 'linear', 'MedCost': 'linear', 'Cushioning': 'linear', 'Airbag': 'linear', 'ILiCost': 'linear', 'Accident': 'linear'}","[('Age', 'GoodStudent'), ('Age', 'SocioEcon'), ('Age', 'RiskAversion'), ('Age', 'DrivingSkill'), ('Age', 'SeniorTrain'), ('Age', 'MedCost'), ('SocioEcon', 'GoodStudent'), ('SocioEcon', 'RiskAversion'), ('SocioEcon', 'VehicleYear'), ('SocioEcon', 'MakeModel'), ('SocioEcon', 'HomeBase'), ('SocioEcon', 'AntiTheft'), ('SocioEcon', 'OtherCar'), ('RiskAversion', 'VehicleYear'), ('RiskAversion', 'MakeModel'), ('RiskAversion', 'DrivQuality'), ('RiskAversion', 'SeniorTrain'), ('RiskAversion', 'HomeBase'), ('RiskAversion', 'AntiTheft'), ('RiskAversion', 'DrivHist'), ('DrivingSkill', 'DrivQuality'), ('DrivingSkill', 'DrivHist'), ('SeniorTrain', 'DrivingSkill'), ('VehicleYear', 'RuggedAuto'), ('VehicleYear', 'Antilock'), ('VehicleYear', 'CarValue'), ('VehicleYear', 'Airbag'), ('MakeModel', 'RuggedAuto'), ('MakeModel', 'Antilock'), ('MakeModel', 'CarValue'), ('MakeModel', 'Airbag'), ('HomeBase', 'Theft'), ('AntiTheft', 'Theft'), ('DrivQuality', 'Accident'), ('RuggedAuto', 'ThisCarDam'), ('RuggedAuto', 'OtherCarCost'), ('RuggedAuto', 'Cushioning'), ('Antilock', 'Accident'), ('CarValue', 'ThisCarCost'), ('CarValue', 'Theft'), ('Airbag', 'Cushioning'), ('ThisCarDam', 'ThisCarCost'), ('ThisCarCost', 'PropCost'), ('OtherCarCost', 'PropCost'), ('Cushioning', 'MedCost'), ('Accident', 'ThisCarDam'), ('Accident', 'OtherCarCost'), ('Accident', 'MedCost'), ('Accident', 'ILiCost'), ('Mileage', 'Accident'), ('Mileage', 'CarValue'), ('Theft', 'ThisCarCost')]",,,
G_insu,LG,Fixed,200,167,-40240.06562231657,-38246.714121980556,11,"{'Age': 'linear', 'SocioEcon': 'linear', 'GoodStudent': 'linear', 'RiskAversion': 'linear', 'DrivHist': 'linear', 'RuggedAuto': 'linear', 'PropCost': 'linear', 'VehicleYear': 'linear', 'MakeModel': 'linear', 'DrivQuality': 'linear', 'Mileage': 'linear', 'Antilock': 'linear', 'DrivingSkill': 'linear', 'SeniorTrain': 'linear', 'ThisCarDam': 'linear', 'Theft': 'linear', 'CarValue': 'linear', 'HomeBase': 'linear', 'AntiTheft': 'linear', 'ThisCarCost': 'linear', 'OtherCarCost': 'linear', 'OtherCar': 'linear', 'MedCost': 'linear', 'Cushioning': 'linear', 'Airbag': 'linear', 'ILiCost': 'linear', 'Accident': 'linear'}","[('Age', 'GoodStudent'), ('Age', 'SocioEcon'), ('Age', 'RiskAversion'), ('Age', 'DrivingSkill'), ('Age', 'SeniorTrain'), ('Age', 'MedCost'), ('SocioEcon', 'GoodStudent'), ('SocioEcon', 'RiskAversion'), ('SocioEcon', 'VehicleYear'), ('SocioEcon', 'MakeModel'), ('SocioEcon', 'HomeBase'), ('SocioEcon', 'AntiTheft'), ('SocioEcon', 'OtherCar'), ('RiskAversion', 'VehicleYear'), ('RiskAversion', 'MakeModel'), ('RiskAversion', 'DrivQuality'), ('RiskAversion', 'SeniorTrain'), ('RiskAversion', 'HomeBase'), ('RiskAversion', 'AntiTheft'), ('RiskAversion', 'DrivHist'), ('DrivingSkill', 'DrivQuality'), ('DrivingSkill', 'DrivHist'), ('SeniorTrain', 'DrivingSkill'), ('VehicleYear', 'RuggedAuto'), ('VehicleYear', 'Antilock'), ('VehicleYear', 'CarValue'), ('VehicleYear', 'Airbag'), ('MakeModel', 'RuggedAuto'), ('MakeModel', 'Antilock'), ('MakeModel', 'CarValue'), ('MakeModel', 'Airbag'), ('HomeBase', 'Theft'), ('AntiTheft', 'Theft'), ('DrivQuality', 'Accident'), ('RuggedAuto', 'ThisCarDam'), ('RuggedAuto', 'OtherCarCost'), ('RuggedAuto', 'Cushioning'), ('Antilock', 'Accident'), ('CarValue', 'ThisCarCost'), ('CarValue', 'Theft'), ('Airbag', 'Cushioning'), ('ThisCarDam', 'ThisCarCost'), ('ThisCarCost', 'PropCost'), ('OtherCarCost', 'PropCost'), ('Cushioning', 'MedCost'), ('Accident', 'ThisCarDam'), ('Accident', 'OtherCarCost'), ('Accident', 'MedCost'), ('Accident', 'ILiCost'), ('Mileage', 'Accident'), ('Mileage', 'CarValue'), ('Theft', 'ThisCarCost')]",,,
G_insu,LG,Fixed,200,177,-40324.103654511935,-38246.714121980556,11,"{'Age': 'linear', 'SocioEcon': 'linear', 'GoodStudent': 'linear', 'RiskAversion': 'linear', 'DrivHist': 'linear', 'RuggedAuto': 'linear', 'PropCost': 'linear', 'VehicleYear': 'linear', 'MakeModel': 'linear', 'DrivQuality': 'linear', 'Mileage': 'linear', 'Antilock': 'linear', 'DrivingSkill': 'linear', 'SeniorTrain': 'linear', 'ThisCarDam': 'linear', 'Theft': 'linear', 'CarValue': 'linear', 'HomeBase': 'linear', 'AntiTheft': 'linear', 'ThisCarCost': 'linear', 'OtherCarCost': 'linear', 'OtherCar': 'linear', 'MedCost': 'linear', 'Cushioning': 'linear', 'Airbag': 'linear', 'ILiCost': 'linear', 'Accident': 'linear'}","[('Age', 'GoodStudent'), ('Age', 'SocioEcon'), ('Age', 'RiskAversion'), ('Age', 'DrivingSkill'), ('Age', 'SeniorTrain'), ('Age', 'MedCost'), ('SocioEcon', 'GoodStudent'), ('SocioEcon', 'RiskAversion'), ('SocioEcon', 'VehicleYear'), ('SocioEcon', 'MakeModel'), ('SocioEcon', 'HomeBase'), ('SocioEcon', 'AntiTheft'), ('SocioEcon', 'OtherCar'), ('RiskAversion', 'VehicleYear'), ('RiskAversion', 'MakeModel'), ('RiskAversion', 'DrivQuality'), ('RiskAversion', 'SeniorTrain'), ('RiskAversion', 'HomeBase'), ('RiskAversion', 'AntiTheft'), ('RiskAversion', 'DrivHist'), ('DrivingSkill', 'DrivQuality'), ('DrivingSkill', 'DrivHist'), ('SeniorTrain', 'DrivingSkill'), ('VehicleYear', 'RuggedAuto'), ('VehicleYear', 'Antilock'), ('VehicleYear', 'CarValue'), ('VehicleYear', 'Airbag'), ('MakeModel', 'RuggedAuto'), ('MakeModel', 'Antilock'), ('MakeModel', 'CarValue'), ('MakeModel', 'Airbag'), ('HomeBase', 'Theft'), ('AntiTheft', 'Theft'), ('DrivQuality', 'Accident'), ('RuggedAuto', 'ThisCarDam'), ('RuggedAuto', 'OtherCarCost'), ('RuggedAuto', 'Cushioning'), ('Antilock', 'Accident'), ('CarValue', 'ThisCarCost'), ('CarValue', 'Theft'), ('Airbag', 'Cushioning'), ('ThisCarDam', 'ThisCarCost'), ('ThisCarCost', 'PropCost'), ('OtherCarCost', 'PropCost'), ('Cushioning', 'MedCost'), ('Accident', 'ThisCarDam'), ('Accident', 'OtherCarCost'), ('Accident', 'MedCost'), ('Accident', 'ILiCost'), ('Mileage', 'Accident'), ('Mileage', 'CarValue'), ('Theft', 'ThisCarCost')]",,,
